USER_ID,ITEM_ID,TIMESTAMP
1174,239,1555432736
0485,149,1566396197
0837,021,1563322561
1788,170,1569210067
0755,007,1568127801
0121,031,1563896726
1717,199,1572444627
0569,132,1548704371
1043,049,1564241172
0784,196,1555282632
0856,002,1551669006
1751,129,1556662148
0177,160,1560894553
0518,222,1557716749
1686,000,1560109148
1867,041,1549991216
1197,075,1574336427
0339,106,1563035173
1566,069,1560223620
1725,134,1564879529
1332,029,1561325582
1993,088,1572267319
0194,169,1547133081
0340,091,1569510976
1475,055,1571555276
1075,171,1554742355
1724,129,1559834893
1376,148,1547874323
0379,092,1546694355
1969,006,1547016500
1551,007,1547132925
1152,238,1555179768
0461,227,1555700449
1612,047,1559165791
1574,231,1566957359
1876,086,1550978107
1750,143,1566591940
1698,199,1551376007
0356,164,1547103372
1613,058,1549825696
0798,097,1574833716
0871,093,1574433709
0601,148,1574977289
1410,117,1562012066
0481,021,1550591650
0765,220,1561653912
1135,019,1554501249
0734,104,1567752335
1010,196,1554194307
0132,153,1570315094
0019,160,1549678343
1095,169,1567125198
0010,026,1563243123
0428,162,1550473888
1988,040,1571037555
1189,025,1555068864
0570,238,1573933773
1088,124,1575078313
0272,223,1564226672
0140,084,1559363315
0452,136,1570723436
1554,196,1576576139
1362,050,1563920066
0522,195,1574627496
1021,062,1555426594
1780,024,1562582003
1210,198,1553969371
0591,226,1569918826
0282,088,1548873222
0581,027,1575016368
0057,087,1571426944
1564,080,1567970368
1035,039,1555613060
0840,111,1571513598
0494,169,1570298054
1066,079,1558053684
0182,178,1562092663
0631,045,1568837926
1796,036,1562288495
1519,227,1555082330
1759,089,1570675568
0538,144,1551411302
0361,217,1565991403
0285,111,1574579540
0130,008,1563322861
0369,114,1549223772
1005,126,1547317474
0794,080,1568693918
0670,036,1547659571
0815,014,1554431052
1363,057,1575337791
0034,085,1555639769
0014,063,1551853418
1883,183,1558753248
0323,105,1557994829
1785,006,1547009843
0286,226,1570676264
0400,028,1567594470
0086,063,1553891162
0356,130,1568307781
1266,030,1566721867
0040,059,1569485046
1903,009,1558610989
1509,062,1557651871
0575,188,1548936397
1743,165,1558006584
1620,080,1567211783
1260,206,1549803884
0909,116,1571414085
1314,048,1549472871
1028,008,1573683322
0198,076,1561522840
1057,031,1573151497
0276,114,1561528914
0776,123,1577622767
1969,166,1575488803
1415,005,1563076394
0154,108,1568214651
0762,036,1575066633
0480,186,1572496721
1475,007,1548108928
0290,233,1547246026
1955,088,1566407011
0142,004,1569897562
1318,199,1555831017
0366,205,1576764926
0399,195,1556614418
0434,040,1566420639
1846,052,1562735012
1715,162,1555873290
0699,076,1558435991
0711,133,1561150499
1289,169,1548604303
0221,115,1548714229
0311,160,1575886225
0446,222,1563943716
0468,077,1553800674
0428,078,1558585329
0856,158,1569111191
1625,054,1553757229
0565,104,1564750146
1438,164,1552786787
0896,076,1560239160
0261,200,1570635342
0080,059,1553856644
1955,069,1567298051
0484,120,1569135350
0003,208,1550648150
0136,219,1563484590
0010,121,1575818497
1524,189,1576191971
0170,216,1562289451
1319,045,1573478257
1820,022,1568515010
0439,209,1548355120
0024,008,1550466058
0809,179,1554333511
0676,097,1565796302
1976,177,1572990532
0080,104,1556789186
0999,020,1552799299
0372,138,1555554461
1485,091,1563698414
0227,149,1564104693
0623,200,1573612748
1564,182,1577441936
1782,020,1554713468
0168,140,1572932825
0520,024,1554451101
0876,102,1568615548
1321,206,1558851817
1957,217,1576842279
0685,160,1552491397
1091,065,1553139291
1741,236,1575366293
0749,115,1564513293
1484,212,1567426766
1527,172,1569844309
1966,094,1548551423
0823,000,1556392263
0285,198,1564546986
1163,221,1551278675
0222,138,1563089852
0601,228,1565903058
1486,037,1553927787
0864,064,1552559588
0191,039,1568431099
1359,157,1558322785
0895,066,1555890586
0659,018,1573536148
0369,050,1559562052
0578,113,1546510027
1184,077,1575850323
1391,044,1561362121
0525,170,1555360160
0058,176,1550227227
0367,052,1576679774
1122,108,1572358985
0159,086,1572226716
0304,158,1565908127
1996,053,1555262068
0390,036,1570637167
0341,040,1552793525
1766,195,1566653466
1661,150,1562754999
0830,001,1555288402
1791,130,1555974650
1107,106,1548443990
1553,046,1555808396
0320,094,1546460010
0601,103,1570788036
0480,068,1569450402
0442,004,1551472209
1293,239,1555965430
0190,193,1569585532
1557,232,1569684425
1689,009,1558992822
1169,014,1572716672
0557,189,1552144027
1617,194,1559805508
0385,173,1575068562
1172,038,1548737359
1286,015,1553443489
1948,192,1547397203
1515,054,1569467053
1905,054,1569315478
0126,082,1552656099
1269,200,1547907608
1884,118,1562464893
0720,210,1567823599
0147,198,1554111967
0574,215,1575551426
0106,142,1559726295
1931,086,1570986959
1176,235,1548969088
1892,069,1569751181
1670,190,1563979096
0949,011,1566600007
1709,199,1562356276
0484,023,1555693115
0880,049,1560598736
0660,159,1555307260
1630,084,1563862717
1014,201,1560714447
0679,096,1567107814
1932,159,1558954501
0796,009,1562129143
1328,158,1561920133
1315,069,1561105657
1169,078,1556548826
0823,204,1576337476
1094,064,1556723727
1696,120,1560385001
1404,015,1560160309
1777,010,1571127933
1203,052,1560314673
1187,151,1562658461
0917,235,1569881787
0207,063,1558815618
1885,202,1550588625
0799,203,1546369855
1504,164,1562379431
1471,151,1558727101
0736,134,1548756348
1388,121,1576094964
0473,173,1569531041
0705,126,1564506846
0816,013,1570848456
1938,197,1568271558
1653,129,1563581378
1298,143,1547405684
0350,130,1557988901
0247,203,1551478040
1542,186,1560502865
1491,164,1556987692
1916,040,1569354898
1613,066,1569255856
1765,191,1558522920
0344,211,1561859383
0097,011,1548275560
1340,107,1570927071
0318,034,1575245716
0426,198,1547625455
1191,008,1573492260
1397,045,1557267368
0225,034,1575940927
0108,149,1565319923
0602,230,1575061732
1060,150,1559552820
1743,110,1575496587
1967,042,1559333782
1307,072,1566878747
0282,055,1567254969
1244,222,1571536276
1602,003,1558072121
1426,141,1564745756
1029,081,1562561126
1381,200,1574262186
1568,178,1559909989
1297,238,1550931327
0930,002,1547572966
0625,205,1572847679
0266,085,1561608749
0887,225,1562042677
0419,141,1562898495
1527,130,1558548501
1338,072,1561599877
0667,093,1560411073
0264,136,1563291406
1721,164,1559798629
0482,072,1568311305
1307,222,1572806722
0225,192,1561650164
0211,051,1567598788
1368,079,1561832351
1497,074,1573901492
0867,167,1552619691
1238,229,1550378534
1847,111,1556582584
1234,227,1549379673
1763,047,1548710983
1578,145,1551468472
1361,084,1566951842
0355,171,1558836914
0231,120,1565158337
1098,081,1565396708
0509,195,1563066834
0086,001,1552513944
1769,091,1560188389
1006,033,1548612096
1423,201,1551712782
0846,113,1575181552
0064,071,1550029822
0342,035,1559698540
0503,040,1566783871
1841,181,1577754194
1742,198,1552783361
0959,060,1553536678
1202,152,1573758600
1874,089,1566591667
0428,119,1571013995
1255,004,1565401405
0570,137,1569604230
1841,239,1550450733
1470,131,1557162039
1418,167,1573956276
1574,114,1566523502
1102,004,1569041046
0747,224,1546314346
0797,128,1577175970
1364,058,1569418013
1365,140,1547485729
0127,074,1550881764
1715,012,1551141373
1808,149,1561851640
1514,239,1568897894
0482,123,1568569896
0607,200,1574947581
0165,038,1554525922
0187,064,1560659087
0264,164,1556716229
0960,103,1564345883
0471,194,1567724505
1417,225,1566253194
1914,182,1551874138
1564,087,1559440139
0989,057,1560613118
0972,074,1571152673
0468,037,1546364923
1149,150,1565014797
1076,057,1564702857
0169,021,1571101707
1627,217,1551206468
0245,124,1556688931
0987,078,1560451611
1884,003,1567656212
1395,202,1560657208
1301,207,1572524336
0208,211,1572043172
0939,185,1547087620
1023,094,1558484739
0265,207,1552235031
1957,169,1575981021
0707,029,1571002841
1794,079,1566780894
1811,060,1566970426
1799,005,1547358870
0493,070,1550695491
1105,028,1550351226
0406,012,1549298689
0183,017,1564097295
1371,038,1556459382
1987,234,1550734302
1775,029,1556467884
0721,091,1553674057
0488,152,1574355381
1161,177,1573717583
0583,069,1559635960
0404,068,1575818524
0021,185,1575706258
1841,074,1554860321
0942,082,1561054064
1946,157,1556867999
0491,189,1548926152
0046,091,1549754249
0315,142,1576917331
1415,058,1548264477
0721,171,1565560306
0410,026,1570087662
1648,154,1553204759
0601,140,1562142100
0739,107,1577157126
0165,193,1563527742
0294,127,1570969902
0986,040,1563266148
0776,195,1553517761
0887,172,1556411225
1935,225,1559954969
1114,044,1559522627
1398,217,1569596980
0143,158,1552487425
0533,106,1559831766
1683,163,1559984143
0292,164,1551913418
1764,045,1547739405
0516,070,1550694598
1553,216,1573260606
0855,061,1548038315
1178,051,1568396550
1898,021,1577797951
0445,072,1569156413
1160,152,1557573087
1606,180,1558035226
0385,169,1576839307
0637,138,1570960077
0134,222,1572176989
0834,203,1548862399
1132,102,1574949745
0297,178,1561700875
1530,189,1552580843
0257,170,1551819918
0021,184,1576537886
0395,024,1552100414
1336,001,1547624163
1724,074,1577587103
1709,080,1563285568
0747,199,1573179257
0564,053,1563860447
1204,031,1568542936
0520,192,1552043497
0750,122,1558801369
1893,006,1568807952
1979,219,1564772963
1530,054,1553022762
1380,089,1547288512
0695,038,1561731784
0251,228,1577759135
0997,117,1549833671
1742,224,1559064305
1102,105,1547723909
1349,217,1566005264
0263,042,1561417458
0831,211,1549488472
0138,168,1547969684
0990,083,1561228606
1165,028,1557004363
0843,130,1576011343
1141,123,1561488443
0867,164,1573527421
1790,079,1550882968
1178,073,1558623176
1560,085,1568544430
1555,192,1576513692
1572,219,1549538452
1838,032,1563483845
0710,227,1559589691
0700,095,1559024561
1904,051,1553348368
0693,094,1560061922
1721,053,1554832649
0582,175,1552562314
0900,025,1569056849
0776,141,1554523939
1236,180,1573885003
1256,211,1552527562
0275,015,1554379647
0541,025,1565542716
0046,215,1570397435
1643,086,1558814007
1061,193,1553095835
0804,123,1572574198
0466,083,1550752859
0654,119,1546680484
0731,173,1550086000
0044,044,1574927615
1856,095,1564301669
1053,097,1548349412
1484,016,1553679590
0655,022,1571762415
1573,140,1547012088
1373,191,1547115237
1645,011,1553289229
1498,034,1555517192
0496,155,1570949162
1104,214,1565562007
0099,137,1573958094
1843,143,1576833117
0663,176,1571736152
0612,052,1572237373
1974,025,1558799329
1492,012,1575514889
0758,126,1575108258
1264,237,1567067147
1668,114,1565642929
0401,127,1552525644
0723,156,1564405431
1714,082,1563706241
0891,113,1565528045
1618,173,1571880162
1176,128,1577758552
1903,008,1558135079
0413,045,1557202947
0857,044,1575048262
1949,016,1577521155
1618,226,1556603701
1341,181,1550367301
0227,230,1550691203
1459,064,1560448680
1046,195,1566267266
1508,156,1573316558
1899,148,1546682317
1238,115,1559318599
0539,050,1562461682
0370,034,1564166170
1263,101,1560737062
0197,014,1553057568
0470,076,1563969889
0970,137,1574209486
1559,113,1547767872
1602,207,1568720697
1313,175,1577542620
0474,226,1552063125
0048,098,1566959505
0391,089,1552014356
1926,076,1553901127
1705,089,1570363992
1743,155,1556901992
0299,214,1565303050
1244,222,1560126700
0325,059,1576052793
1140,082,1575505958
1147,026,1551284087
0979,119,1563968317
0269,133,1557631813
0050,192,1575400506
0528,097,1560211585
1188,103,1560339888
0579,034,1553648897
1277,053,1562608874
1279,037,1577029524
1762,114,1560184442
1679,041,1551981351
0269,111,1563451341
0720,034,1566056550
0633,138,1550708122
0354,058,1572061242
0549,031,1547715015
0932,051,1558619687
0527,179,1572689839
0819,228,1548059318
0057,184,1552280937
0844,217,1558802948
0695,026,1572971903
1719,166,1563838791
0033,228,1556576698
0398,213,1555002516
0782,101,1555057898
0303,099,1554514121
1963,033,1546598083
0962,048,1554188420
0021,099,1573640622
0317,187,1573252107
1301,105,1576891698
0419,119,1570095318
0790,069,1554175763
0263,062,1576507334
1112,197,1566921709
1534,238,1558774914
0163,021,1551026612
0975,074,1553254464
1579,224,1557393299
1625,007,1562587643
1474,018,1553328958
0889,182,1557233952
1986,143,1576482333
1011,208,1567059781
1810,188,1576894983
0851,186,1561696403
0466,156,1557902639
1307,236,1561344324
1027,047,1556744828
1662,061,1557612742
0932,123,1556219513
1849,110,1552822299
1726,182,1567095343
1734,138,1549515990
0283,200,1570364187
0751,003,1574879045
1217,172,1557893451
1155,176,1567419338
0330,036,1558096252
0741,000,1570189596
0391,202,1555763654
1321,041,1554504549
0206,139,1558486089
1164,127,1565804439
1183,012,1560969968
1517,225,1554763134
0281,078,1555773022
1157,019,1561817097
1008,011,1565830736
0529,122,1572054793
1815,096,1550706153
1557,112,1552512261
0905,166,1559082223
1840,164,1570741345
1661,162,1563706453
0699,039,1550792402
0529,233,1573253219
0670,056,1568572603
0198,142,1572063783
0196,222,1559158759
0149,179,1570397127
0238,058,1552011935
1929,020,1574002457
1223,170,1549580898
0486,051,1561638676
0666,188,1574059840
0821,033,1568359212
1674,075,1565893231
0756,182,1559628598
1412,017,1564730031
1878,171,1575782676
1795,081,1549687434
0873,060,1570140162
0479,009,1554576250
0622,044,1559988211
1569,080,1566938687
0077,163,1550291632
1398,223,1564638039
1376,026,1566697359
1416,020,1566592830
0373,003,1575046360
1607,153,1553018468
0303,149,1560712947
0403,146,1548185642
0481,108,1546949311
0100,217,1562841888
0817,168,1562529237
0460,185,1563057117
1168,222,1577800483
1802,089,1551845303
1684,076,1553548327
0652,084,1565979127
1664,082,1571910251
0599,208,1563885452
1448,072,1576360280
1623,056,1573421846
1875,179,1557289517
0997,170,1566077388
0527,080,1569636407
1615,195,1568112813
1678,235,1569097742
1650,112,1554901272
1551,079,1554714299
0444,010,1571263263
0669,171,1576289957
0935,077,1554704588
0688,159,1573100199
0561,026,1576694116
1600,178,1570463155
0278,151,1576524518
1116,060,1573811647
0985,130,1555389564
0163,022,1554482230
0584,149,1553712555
1476,116,1560436170
0598,006,1574200131
0331,090,1550027466
0871,236,1549877542
0410,101,1573191791
1535,233,1573482160
1614,228,1570573220
0649,119,1557633257
0573,004,1557603460
0027,184,1570682772
0562,180,1553982217
0548,143,1548696286
1942,124,1555825291
0959,180,1565870175
0231,125,1559981245
0369,168,1563429765
0951,153,1574695072
1785,196,1547503628
0290,050,1555539215
0262,130,1577514363
1022,219,1561566575
0207,146,1568484938
0026,105,1563901673
1611,161,1557071806
1225,228,1557986437
0429,175,1570322205
0379,165,1564571998
0842,211,1572904651
0301,112,1549651058
0260,070,1573437649
1570,115,1556636961
1861,009,1549669944
0980,029,1567911468
0571,202,1558875716
0304,048,1553715400
1011,085,1569651908
1225,059,1565801157
0556,058,1558533756
1583,095,1546432257
0688,071,1554979099
0323,022,1577434312
1277,185,1570760053
0956,188,1575383045
0032,228,1567938281
1666,018,1566346059
0999,124,1566902546
1177,041,1571135488
0614,155,1557689345
0352,135,1563569307
0213,040,1563441195
1666,221,1577490523
1617,070,1570613591
1076,206,1556209492
1407,081,1565250954
0906,215,1560813817
1405,041,1553304156
0459,100,1558045509
1992,150,1566573913
0477,077,1550479773
1354,208,1570590354
1595,025,1574413566
1635,174,1551412382
1025,186,1557409516
1044,096,1552350115
0491,010,1569439358
0022,145,1572857812
0741,187,1574731717
1849,019,1559450568
0563,077,1573936431
0910,221,1551368477
1670,106,1574859040
0985,151,1572002100
1771,088,1557348965
1574,094,1569746678
0249,124,1548975080
1576,053,1570903335
1297,041,1562530555
0252,143,1550616744
1868,077,1553069222
0030,035,1562576294
0377,238,1570005944
1563,199,1565139085
0362,022,1572640225
1355,224,1555978495
0898,153,1546546237
0526,115,1553701922
1201,038,1576762843
0220,160,1565216735
1142,063,1548732674
0486,176,1556863244
0846,012,1554770670
1061,036,1575793508
0005,201,1577075309
1243,137,1572749365
1876,220,1571554312
1543,037,1546541004
1850,113,1557005732
1282,025,1548310512
0791,049,1574496019
0130,239,1554616083
0202,075,1553701071
1337,103,1569211128
0781,025,1568995083
0285,079,1561642572
0705,186,1553060724
1434,146,1552015372
0664,228,1553654884
0842,138,1570347734
1599,216,1556075977
1994,149,1561070801
0961,199,1567858166
1651,131,1556674250
0002,019,1548685965
0899,141,1570665722
1705,106,1559577622
1562,187,1551750645
0050,044,1569476064
1537,066,1568695788
0577,130,1561286740
0556,062,1574597126
0905,214,1576007260
1602,105,1549575129
1919,033,1553243085
1902,026,1575370312
0911,189,1564074220
0030,131,1554581245
1357,015,1562479039
0325,044,1553249345
0378,110,1563916150
0540,165,1573974631
1271,066,1577438031
0929,238,1551669848
1346,051,1566740011
0073,199,1568675770
1680,142,1557935163
0225,158,1575509013
0808,135,1560942230
0629,095,1574654900
0476,086,1564103512
0265,138,1567525409
1178,010,1551561972
1815,076,1564119940
1940,000,1556500579
0406,235,1573158422
1184,141,1562266175
1664,149,1554685078
0233,161,1547988947
1053,145,1565542754
0811,035,1553935827
0426,135,1548469175
1270,109,1562104187
0626,168,1564685576
1900,055,1573327836
0132,091,1577755267
0389,189,1572692620
1244,102,1573146268
0040,122,1563466711
0968,172,1557428229
1157,185,1571893333
1765,160,1570963468
1182,183,1548455876
1045,203,1546809500
0866,074,1571679977
0540,131,1554211103
0886,089,1559217379
0576,215,1557317164
1993,228,1553585006
0397,006,1563473052
1233,006,1559055266
1686,064,1575617938
0262,145,1567964807
1479,170,1547201562
1116,176,1566157879
1075,194,1574362101
1144,116,1565803440
0222,103,1569820133
0624,196,1550279024
1930,068,1570442248
0529,150,1560744929
1153,007,1551138562
0687,199,1549839730
1297,113,1571964476
0344,118,1555652019
1440,023,1572676426
1695,217,1556905913
0758,112,1564818453
0262,129,1569891643
0729,235,1549666711
1118,020,1566315637
0292,101,1564428586
1832,216,1558203939
1145,180,1547192547
0363,118,1572862957
0977,029,1550840830
1038,027,1554210443
0245,039,1566750225
0792,109,1559453561
0054,079,1577494261
0154,139,1562543870
1579,055,1576444975
0554,235,1558124029
0066,143,1548188478
0526,209,1550259549
1658,030,1568959288
1046,131,1554959229
0860,026,1568404454
1363,216,1577542932
1117,085,1547006666
1410,217,1553620426
1974,129,1575988144
0165,180,1570544656
1311,218,1557929226
1223,018,1552179985
1516,231,1562921822
0235,048,1569200913
1105,029,1556675432
1899,153,1561261459
1963,029,1555810213
1921,020,1561489461
1457,226,1568264288
0481,176,1547474420
0420,238,1550116058
0815,019,1547103621
1787,137,1552384463
1905,076,1569906519
0780,144,1572996470
1691,168,1553582512
1056,210,1560691676
0824,132,1554626384
0860,196,1576100314
0640,225,1566528286
1332,064,1563806510
0913,094,1576239304
1282,205,1562063840
0229,035,1546364381
1716,032,1556575243
1911,196,1571785713
1789,004,1574919282
1077,058,1549972674
1415,180,1571852136
1303,054,1565934198
1522,169,1554282869
1636,134,1563146054
1502,227,1561291232
0077,126,1574156457
1826,217,1563006394
0532,082,1567316259
0057,190,1576387734
0383,220,1577454142
1482,127,1550781856
0576,162,1551482771
1085,079,1558787130
1615,145,1560373784
0066,049,1559553208
1800,012,1572032686
0318,008,1555901577
0922,166,1566128443
1135,147,1560918591
0709,152,1554481854
0130,232,1553271736
0534,183,1554762734
1012,077,1547087984
1887,224,1570338478
1778,028,1574092460
0336,074,1556828958
0312,019,1548761943
0481,075,1547204525
1949,160,1557573693
0493,029,1561691987
0780,038,1554691482
0637,162,1574635743
0737,001,1549646722
1519,168,1571699415
1655,030,1557427831
1309,014,1549204313
1663,188,1550619386
0502,041,1557818012
0099,037,1566486402
0513,223,1575941056
0486,166,1562066830
0426,224,1557231805
1990,146,1546751463
0557,162,1565884314
1598,012,1575716394
1672,228,1563987754
0823,174,1565202023
1298,133,1564436354
1522,190,1569838088
0280,019,1560033466
0735,081,1550377203
0094,085,1566467612
1196,172,1570917545
1252,026,1548151229
1176,100,1577625893
0828,092,1556538316
0609,022,1549922278
0589,145,1554834799
0892,018,1557322982
1602,198,1561877470
0639,097,1549642471
0708,020,1569365041
1093,002,1551773635
1696,107,1555139449
1375,122,1548657788
1838,044,1553538112
0679,079,1556923216
0178,088,1561867447
1272,071,1559712135
0989,029,1564857368
1571,165,1567026155
0897,013,1564262396
0706,155,1560784633
0167,032,1576107468
0410,174,1570145866
0439,122,1570915410
1393,047,1550727328
1888,019,1553328126
1954,106,1557733050
0709,209,1576699959
1757,230,1560761869
1827,210,1563566499
1868,147,1547324718
1213,183,1560875116
1030,003,1558775506
0080,114,1570822048
0952,121,1558387681
1394,174,1562767426
1471,066,1567519448
0007,006,1567883594
0562,233,1560155255
0296,033,1555336035
1371,063,1547882408
1226,196,1561230761
0632,147,1550643265
0561,141,1575262274
0147,120,1555249645
0663,015,1550564628
1969,020,1570352302
0914,171,1568669721
0843,119,1572059543
1551,022,1550445797
1898,033,1575933671
1034,066,1562013352
0193,118,1546426287
1569,071,1551482178
1553,132,1548349029
1061,144,1565137874
0032,016,1572932774
0309,038,1563647605
0165,224,1567617507
0955,090,1553841833
1651,189,1560227064
1508,212,1549791913
1691,013,1559295812
1018,161,1547308446
0165,158,1568216890
1532,133,1571588187
0147,121,1563371050
1441,017,1551058157
1947,135,1572016268
0181,084,1561047299
1450,162,1559924099
0432,059,1574111566
1252,104,1557595917
1771,229,1565422813
1743,094,1562777938
0432,055,1551892050
1565,098,1566332546
0745,203,1567121573
1335,210,1574015233
1104,078,1556340703
1723,122,1570021806
1121,182,1575493627
1039,013,1574864115
1993,219,1555221049
0193,134,1572411971
1463,026,1560456059
0058,167,1571607720
1458,112,1565602953
1583,032,1552478734
1294,155,1556501787
0826,092,1549919339
0256,023,1548409901
0841,237,1566354105
1178,225,1574875529
0014,008,1566224523
1220,122,1550782426
1731,148,1565465683
0630,188,1561351907
0985,017,1557861909
0302,102,1548399402
1554,216,1551042326
0220,028,1546664901
1054,000,1572272070
0951,002,1569349133
0690,003,1563535918
1016,095,1560099686
1190,228,1572278736
1224,116,1553617315
1394,111,1558960686
1105,032,1575598670
1409,098,1551707210
0811,185,1549357889
0780,148,1576439891
1014,100,1577354576
0906,162,1553348254
0557,238,1562829371
1203,065,1563189731
0050,037,1571725970
1605,107,1547874701
1883,017,1562818099
0334,214,1572706131
0069,003,1576651740
1378,103,1550024342
0797,213,1573429963
1645,228,1554818027
0896,079,1574287278
1926,168,1576624711
0498,232,1547490598
0510,003,1557014972
0064,229,1563116932
1409,171,1572460096
1330,223,1573913023
0248,065,1574367069
1173,229,1577681326
0744,034,1550874977
0008,229,1546555377
1003,157,1548162621
1445,012,1571014887
1562,144,1573252805
0620,090,1566550087
1823,066,1548931363
0002,007,1576705430
1325,169,1550646738
1429,131,1565090096
1899,096,1568965732
0251,119,1577404932
1410,015,1574065709
1628,124,1546865204
0092,079,1558437744
1520,051,1570293504
1664,222,1548904103
1475,232,1570429810
1612,153,1575223064
0320,175,1562562396
1199,233,1565588064
1564,060,1577733594
1336,141,1577227497
1593,100,1560644980
1748,214,1550492524
0957,018,1563506477
1748,006,1556892380
1415,229,1546322181
1222,126,1547579279
0468,097,1556248247
0868,207,1546566646
1905,067,1568682498
1245,049,1570665934
1501,027,1570670196
0161,088,1551535731
0051,137,1573387776
1040,101,1566344161
1555,238,1572369255
1960,221,1550643989
1412,028,1573256745
1520,096,1555148934
1592,170,1569056124
1876,075,1547006461
1516,098,1548586117
1333,201,1547096325
1963,116,1565639770
1854,062,1562652858
1809,107,1546924482
1750,132,1553462614
0893,117,1564535805
1343,029,1562961875
0363,193,1576700111
0185,104,1554191110
0148,165,1562792403
1812,132,1553105762
0154,222,1552041740
0922,144,1567361342
0411,076,1574188767
1360,213,1563538839
1437,136,1564483269
1818,085,1572368260
0304,033,1555276917
0374,074,1546839286
0787,180,1562087120
0572,126,1577265447
0436,070,1551353650
1413,192,1563525268
0016,095,1560121161
0230,132,1554211644
0067,063,1553688224
0717,101,1561277984
1051,006,1567879148
1982,134,1563422591
0483,091,1573047839
1978,093,1566011338
0382,198,1568512429
1767,042,1572409841
0278,019,1552355009
0738,039,1559318311
0518,030,1556869533
1837,010,1551527119
1041,040,1569048488
1361,029,1547278358
0604,059,1564440435
0282,110,1554687704
1458,212,1569636800
0277,238,1547158502
1874,019,1556395650
0426,007,1551524774
1726,040,1550308896
1698,170,1553828769
0246,069,1574303557
0539,024,1555278650
1644,037,1562231945
1610,053,1567161690
1144,140,1575425379
1306,027,1577427824
0297,162,1559795427
1827,046,1565407674
0836,179,1555743708
